SEMS_ACTIVE_SITES.RG,SEMS_ACTIVE_SITES.SITE_ID,SEMS_ACTIVE_SITES.SITE_EPA_ID,SEMS_ACTIVE_SITES.SITE_NAME,SEMS_ACTIVE_SITES.SITE_STRT_ADRS1,SEMS_ACTIVE_SITES.SITE_STRT_ADRS2,SEMS_ACTIVE_SITES.SITE_CITY_NAME,SEMS_ACTIVE_SITES.SITE_STATE,SEMS_ACTIVE_SITES.SITE_ZIP_CODE,SEMS_ACTIVE_SITES.SITE_CONG_DISTRICT,SEMS_ACTIVE_SITES.SITE_CNTY_NAME,SEMS_ACTIVE_SITES.SITE_FIPS_CODE,SEMS_ACTIVE_SITES.LATITUDE,SEMS_ACTIVE_SITES.LONGITUDE,SEMS_ACTIVE_SITES.ALT_AGREEMENT,SEMS_ACTIVE_SITES.NPL,SEMS_ACTIVE_SITES.FF,SEMS_ACTIVE_SITES.NON_NPL_STATUS
1,101646,CTD982543035,"SAFEWAY PRODUCTS, INC. (BONDED TECHNOLOGY)",ALCAP RIDGE ROAD,,CROMWELL,CT,6416,1,MIDDLESEX,9007,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101647,CTD982543092,SHORE CHEMICAL,168 COTTAGE ROAD,,MADISON,CT,06443-3449,2,NEW HAVEN,9009,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,101649,CTD982543217,TRANSAMERICA DELAVEL,SPRING LANE,,FARMINGTON,CT,6032,6,HARTFORD,9003,,,N,Not on the NPL,N,"PA Start Needed"
1,101650,CTD982543274,VERPLEX COMPANY,MIDDLESEX TURNPIKE,,ESSEX,CT,6426,2,MIDDLESEX,9007,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102722,CT0000070417,NORTH CASTLE CLEANERS,104 NORTH STREET,,GREENWICH,CT,6830,4,FAIRFIELD,9001,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102735,CT0000292920,HARTT PROPERTY,1209-1213 FOXON ROAD,,NORTH BRANFORD,CT,6405,3,NEW HAVEN,9009,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,102950,CT0002055887,BROAD BROOK MILL,"110,112 MAIN ST AND 1-21 BROOKSIDE DRIVE",,EAST WINDSOR,CT,6016,1,HARTFORD,9003,41.916667,-72.547222,N,Proposed for NPL,N,
1,102953,CT0002265551,SCOVILL INDUSTRIAL LANDFILL,STORE AVENUE,,WATERBURY,CT,6705,5,NEW HAVEN,9009,41.550389,-73.010639,N,Currently on the Final NPL,N,
1,102565,CT0572826873,CT AIR NATIONAL GUARD BRADLEY BASE,BRADLEY ANG BASE,,EAST GRANBY,CT,6026,6,HARTFORD,9003,,,N,Not on the NPL,Y,"Other Cleanup Activity: State-Lead Cleanup"
1,100324,CT4170022020,DOD/USN SB/AREA A LANDFILL #2,US NAVAL SUBMARINE BASE,,GROTON,CT,6349,2,NEW LONDON,9011,,,N,Site is Part of NPL Site,Y,
1,106160,CT5000001545,VA CT HEALTH CARE SYSTEM WEST HAVEN CAMPUS,950 CAMPBELL AVENUE,,WEST HAVEN,CT,6516,,NEW HAVEN,9009,,,N,Not on the NPL,Y,"NFRAP-Site does not qualify for the NPL based on existing information"
1,101825,CT8170024790,NAVAL UNDERWATER SYSTEMS CENTER,DODGE POND FIELD STATION,,EAST LYME,CT,6357,2,NEW LONDON,9011,,,N,Not on the NPL,Y,"Site Reassessment Start Needed"
1,102599,CTD000841221,USM FASTNER GROUP,510 RIVER ROAD,,SHELTON,CT,6484,5,FAIRFIELD,9001,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100009,CTD000842500,GENERAL ELECTRIC COMPANY,NEW BRITAIN AVE GATE 3,,PLAINVILLE,CT,6062,6,HARTFORD,9003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102265,CTD000844373,"WASLEY PRODUCTS, INC.",87 SPRING LANE,,PLAINVILLE,CT,6062,6,HARTFORD,9003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100012,CTD000845172,REYNOLDS ALUMINUM BUILDING PROD COMPANY,347 LONGBROOK AVENUE,,STRATFORD,CT,6497,3,FAIRFIELD,9001,,,N,Site is Part of NPL Site,N,
1,100013,CTD000845180,PERKIN ELMER CORPORATION,901 ETHAN ALLEN HIGHWAY,,RIDGEFIELD,CT,6877,5,FAIRFIELD,9001,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100014,CTD000847699,"C. E. M. COMPANY, INC.",30 ROCK AVENUE,,KILLINGLY,CT,6243,2,WINDHAM,9015,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100017,CTD000858563,ASHLAND CHEMICAL / KYOVA CORPORATION,30-32 HENRY STREET,,BETHEL,CT,6801,5,FAIRFIELD,9001,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101733,CTD001139336,DELL MANUFACTURING COMPANY,FOUR RIGHT LANE,,FARMINGTON,CT,6032,6,HARTFORD,9003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100023,CTD001141233,GLASS CONTAINER CORPORATION/ANCHOR GLASS,ROUTE 101,,KILLINGLY,CT,6241,2,WINDHAM,9015,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100024,CTD001141613,"HURLEY MANUFACTURING COMPANY, THE",37 GREENWOODS ROAD ,,NEW HARTFORD,CT,6057,6,LITCHFIELD,9005,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,102638,CTD001142074,"HAYES, INC. (FORMER)",150 NEW BRITAIN AVENUE,,FARMINGTON,CT,6032,6,HARTFORD,9003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101559,CTD001143007,CONNECTICUT SPRING & STAMPING COMPANY,48 SPRING LANE,,FARMINGTON,CT,6032,6,HARTFORD,9003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100028,CTD001144179,WESTVACO CORPORATION,119 EMPIRE AVENUE,,MERIDEN,CT,6450,5,NEW HAVEN,9009,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101899,CTD001145267,SUPERIOR ELECTRIC,383 MIDDLE STREET,,BRISTOL,CT,6010,6,HARTFORD,9003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100034,CTD001147834,AMERICAN THREAD COMPANY (FORMER),"322 MAIN STREET, BUILDING NO. 4",,WINDHAM (WILIMANTIC),CT,06226-3131,2,WINDHAM,9015,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101531,CTD001147867,FUSION PAPERBOARD CT LLC,130 INLAND ROAD,,VERSAILLES,CT,6383,2,NEW LONDON,9011,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,101746,CTD001148998,JOB PLATING,138 EAST STREET,,PLAINVILLE,CT,6062,6,HARTFORD,9003,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,100036,CTD001149939,LORI CORPORATION,OLD TURNPIKE ROAD,,SOUTHINGTON,CT,6489,6,HARTFORD,9003,,,N,Site is Part of NPL Site,N,
1,101744,CTD001150390,TORREY CRANE COMPANY,492 SUMMER STREET,,SOUTHINGTON,CT,6489,6,HARTFORD,9003,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,101718,CTD001150432,OLSON BROTHERS COMPANY,272 CAMP STREET,,PLAINVILLE,CT,6062,6,HARTFORD,9003,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,101745,CTD001150952,WATERBURY CENTERLESS GRINDING COMPANY,611 OLD TURNPIKE ROAD,,SOUTHINGTON,CT,6489,6,HARTFORD,9003,,,N,Not on the NPL,N,"Assessment Complete - Decision Needed"
1,100900,CTD001152115,HUDSON COMPANIES/BITUMAR USA ASPHALT TERMINAL,171 Brownstone Avenue,,PORTLAND,CT,6480,1,MIDDLESEX,9007,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,100039,CTD001152388,KALART VICTOR CORPORATION,20 HULTENIUS STREET,,PLAINVILLE,CT,6062,6,HARTFORD,9003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100040,CTD001152669,"ALLIED METAL PRODUCTS, INC.",1082 FARMINGTON AVENUE,,BERLIN,CT,6037,1,HARTFORD,9003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100041,CTD001153923,LINEMASTER SWITCH CORP.,29 PLAINE HILL ROAD,,WOODSTOCK,CT,6281,2,WINDHAM,9015,41.940561,-71.966939,N,Currently on the Final NPL,N,
1,106027,CTD001158674,GIOGRAPHICS (FORMER),1445 TOLLAND TURNPIKE,,MANCHESTER,CT,6040,,HARTFORD,9003,,,N,Not on the NPL,N,"ESI Start Needed"
1,101904,CTD001160076,H. L. DIEHL,"11, 18 & 25 MACHINE SHOP HILL ROAD",,WINDHAM  (SOUTH WINDHAM),CT,6280,2,WINDHAM,9015,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101614,CTD001161728,"PAPISH, INC.",21 TAYLOR STREET,,DANBURY,CT,6810,5,FAIRFIELD,9001,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100055,CTD001162122,"IMO INDUSTRIES, INC",60 ROUND HILL ROAD,,FAIRFIELD,CT,6430,4,FAIRFIELD,9001,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102580,CTD001162908,SHERWOOD MEDICAL COMPANY,211 BROOKSIDE ROAD,,WATERBURY,CT,6708,5,NEW HAVEN,9009,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100063,CTD001165307,MORGAN FRANCIS COMPANY (FLEET TOOL),EAST BROADWAY & FERRY BOULEVARD,,STRATFORD,CT,6497,4,FAIRFIELD,9001,,,N,Site is Part of NPL Site,N,
1,100065,CTD001165851,MAUR-MEL AUTOMATICS,37 TOSUN ROAD,,WOLCOTT,CT,6716,5,NEW HAVEN,9009,,,N,Site is Part of NPL Site,N,
1,100071,CTD001167543,HIMMEL BROTHERS,1409 DIXWELL,,HAMDEN,CT,6514,3,NEW HAVEN,9009,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100072,CTD001168244,"WIN MANUFACTURING COMPANY, INC.",22 HEMINGWAY AVENUE,,EAST HAVEN,CT,6512,3,NEW HAVEN,9009,,,N,Not on the NPL,N,"Assessment Complete - Decision Needed"
1,100077,CTD001170067,MAILLY MANUFACTURING COMPANY,WAKELEE ROAD,,WOLCOTT,CT,6716,5,NEW HAVEN,9009,,,N,Site is Part of NPL Site,N,
1,100078,CTD001170091,KRAS TOOL & MACHINE COMPANY,701 WOLCOTT ROAD,,WOLCOTT,CT,6716,5,NEW HAVEN,9009,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100079,CTD001170992,WATERBURY HEAT TREATING,76 WOLCOTT ROAD,,WOLCOTT,CT,6716,5,NEW HAVEN,9009,,,N,Site is Part of NPL Site,N,
1,101810,CTD001179720,MILFORD RIVET & MACHINE,857 BRIDGEPORT AVENUE,,MILFORD,CT,6460,2,NEW HAVEN,9009,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100088,CTD001181148,EXIDE CORPORATION,2190 POST ROAD,,FAIRFIELD,CT,6430,4,FAIRFIELD,9001,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101823,CTD001181502,ARMY ENGINE PLANT/STRATFORD,550 SOUTH MAIN STREET,,STRATFORD,CT,6497,3,FAIRFIELD,9001,,,N,Not on the NPL,Y,"Deferred to RCRA (Subtitle C)"
1,101557,CTD001181882,"HARVEY HUBBELL, INC.",PROSPECT DRIVE,,NEWTOWN,CT,6470,5,FAIRFIELD,9001,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,102916,CTD001182278,BATCHELDER,40 SWAMP ROAD,,NEWTOWN (BOTSFORD),CT,6470,5,FAIRFIELD,9001,,,N,Not on the NPL,N,"Addressed as Part of Another non-NPL Site"
1,100091,CTD001185917,"LINE MANUFACTURING, INC.",TOWN LINE ROAD,,WOLCOTT,CT,6716,5,NEW HAVEN,9009,,,N,Site is Part of NPL Site,N,
1,100094,CTD001186618,"RAYMARK INDUSTRIES, INC.",75 EAST MAIN STREET,,STRATFORD,CT,6614,3,FAIRFIELD,9001,41.201278,-73.117222,N,Currently on the Final NPL,N,
1,100096,CTD001339464,"RAPID POWER TECHNOLOGIES/RAPID ELECTRIC COMPANY, INC.",18 OLD GRAYS BRIDGE ROAD,,BROOKFIELD,CT,6804,5,FAIRFIELD,9001,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101911,CTD001442326,"AKIM ENGINEERING COMPANY, INC.",131 ASH STREET,,WINDHAM,CT,6280,2,WINDHAM,9015,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,101722,CTD001443076,GILL L. M. WELDING,1422 TOLLAND TURNPIKE,,MANCHESTER,CT,6040,1,HARTFORD,9003,,,N,Not on the NPL,N,"Assessment Complete - Decision Needed"
1,100101,CTD001446467,"MERRIFIELD PAINT COMPANY, INC.",47 INWOOD ROAD,,ROCKY HILL,CT,6067,1,HARTFORD,9003,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,101570,CTD001447515,SONECO SERVICE,185 SOUTH ROAD,,GROTON,CT,6340,2,NEW LONDON,9011,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100103,CTD001449172,"DENOMINATOR COMPANY, INC.",740 MAIN STREET,,SOUTH WOODBURY,CT,6798,6,LITCHFIELD,9005,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,101999,CTD001451954,SEYMOUR SPECIALTY WIRE (FORMER),15 FRANKLIN STREET,,SEYMOUR,CT,06483-2809,3,NEW HAVEN,9009,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100107,CTD001452077,DURHAM MANUFACTURING,84 MAIN STREET,,DURHAM,CT,6422,2,MIDDLESEX,9007,,,N,Site is Part of NPL Site,N,
1,100108,CTD001452093,DURHAM MEADOWS,MAIN ST,,DURHAM,CT,6422,3,MIDDLESEX,9007,41.48111,-72.681388,N,Currently on the Final NPL,N,
1,101563,CTD001839679,LEWIS CORPORATION,324 CHRISTIAN ROAD,,OXFORD,CT,6483,5,NEW HAVEN,9009,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,100113,CTD001859776,TRW MARLIN ROCKWELL DIV. (FORMER),161 WOODFORD AVENUE,,PLAINVILLE,CT,6062,6,HARTFORD,9003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102330,CTD001980911,F. M. PRECISION GOLF MFG CORP,535 MIGEON AVENUE,,TORRINGTON,CT,6790,6,LITCHFIELD,9005,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101653,CTD002296168,HARTFORD BALL COMPANY,1022 ELM STREET,,ROCKY HILL,CT,6067,1,HARTFORD,9003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100117,CTD002344257,CARPENTER TECHNOLOGY CORPORATION,837 SEAVIEW AVENUE,,BRIDGEPORT,CT,6607,4,FAIRFIELD,9001,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101924,CTD002594836,PAR FINISHING,31 TOSUN ROAD,,WOLCOTT,CT,6716,5,NEW HAVEN,9009,,,N,Site is Part of NPL Site,N,
1,100121,CTD004532610,REVERE TEXTILE PRINTS CORP.,RAILROAD AVENUE,,STERLING,CT,6377,2,WINDHAM,9015,41.708331,-71.829169,N,Deleted from the Final NPL,N,
1,100122,CTD004534657,"LOOS & CO, INC.",1 CABLE ROAD (RTE 101),,POMFRET,CT,6258,2,WINDHAM,9015,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100123,CTD006916746,"A. N. PIERSON, INC.",NEW LANE,,CROMWELL,CT,6416,1,MIDDLESEX,9007,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100124,CTD009717604,SOLVENTS RECOVERY SERVICE OF NEW ENGLAND,LAZY LANE,,SOUTHINGTON,CT,6489,1,HARTFORD,9003,41.6196,-72.878,N,Currently on the Final NPL,N,
1,100125,CTD009774969,YAWORSKI WASTE LAGOON,PACKER ROAD,,CANTERBURY,CT,6331,2,WINDHAM,9015,41.66945,-71.964161,N,Currently on the Final NPL,N,
1,101561,CTD010174613,KLOCK MACHINE COMPANY,1366 TOLLAND TURNPIKE,,MANCHESTER,CT,6040,1,HARTFORD,9003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102247,CTD018597120,FAMOUS CLEANERS,80 GREENWOOD AVENUE,,BETHEL,CT,06801-2505,5,FAIRFIELD,9001,,,N,Not on the NPL,N,"PA Start Needed"
1,100127,CTD018646752,"BUELLS GREENHOUSES, INC.",11 TO 13 WEEKS ROAD WEST,,EASTFORD,CT,06242-9755,2,WINDHAM,9015,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,103185,CTD018725143,BEANY'S CLEANERS,428 RUBBER AVENUE,,NAUGATUCK,CT,06770-3716,3,NEW HAVEN,9009,,,N,Not on the NPL,N,"SI Ongoing"
1,100128,CTD018767921,NEW MILFORD LANDFILL,182 DANBURY ROAD,,NEW MILFORD,CT,6776,6,LITCHFIELD,9005,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100131,CTD018811273,R. A. M. CHROMIUM CORPORATION (FORMER),7 VILLAGE STREET,,WILLINGTON,CT,6265,2,TOLLAND,9013,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100132,CTD018830166,SPADA'S ROTARY SHOP,FERRY BOULEVARD,,STRATFORD,CT,6497,4,FAIRFIELD,9001,,,N,Site is Part of NPL Site,N,
1,100135,CTD018860551,"STARBUCK SPRAGUE, INC.",737 BANK STREET,,WATERBURY,CT,6725,2,NEW HAVEN,9009,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102337,CTD024506800,"COATING SCIENCES, INC. (FORMER)",46-48 EAST NEWBERRY ROAD,,BLOOMFIELD,CT,6002,1,HARTFORD,9003,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,101879,CTD033727868,"LYDALL, INC.",615 PARK STREET,,MANCHESTER,CT,6040,1,HARTFORD,9003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100138,CTD039056148,ECHLIN MANUFACTURING COMPANY,175 NORTH BRANFORD ROAD,,BRANFORD,CT,6405,3,NEW HAVEN,9009,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,100139,CTD039274923,HIGGANUM COVE,19 NOSAL ROAD,,HADDAM,CT,6438,2,MIDDLESEX,9007,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
1,100141,CTD042279513,"KING INDUSTRIES, INC.",SCIENCE ROAD,,NORWALK,CT,6852,4,FAIRFIELD,9001,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101549,CTD042308460,ACCURATE BRAZING COMPANY,260 STAMM ROAD,,NEWINGTON,CT,06111-3625,1,HARTFORD,9003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102719,MA0000034215,OLD BONDSVILLE FACTORY,DEPOT STREET,,BELCHERTOWN,MA,1007,1,HAMPSHIRE,25015,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102721,MA0000041566,AUTOMATIC CONNECTOR INC,MOULTON STREET,,GEORGETOWN,MA,1833,6,ESSEX,25009,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102816,MA0001119247,MONNIER SITE/PYBURN PROPERTY,60 PULASKI STREET,,PEABODY,MA,01960-1869,6,ESSEX,25009,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,102828,MA0001120682,BOSTON AREA NIKE BATTERY 73,OXBOW ROAD,,WAYLAND,MA,1778,4,MIDDLESEX,25017,,,N,Not on the NPL,Y,"Other Cleanup Activity: State-Lead Cleanup"
1,100953,MA0213820939,MATERIALS TECHNOLOGY LABORATORY (USARMY),OFF OF US HWY 20/N BEACON ST,,WATERTOWN,MA,2172,7,MIDDLESEX,25017,42.360416,-71.166111,N,Deleted from the Final NPL,Y,
1,100956,MA0572890028,DOD/MMR/RAIL YARD FUEL PUMP. STATION,OTIS BLDG. 3348,,BOURNE,MA,2532,10,BARNSTABLE,25001,,,N,Site is Part of NPL Site,Y,
1,101828,MA0690330758,US COAST GUARD S. WEYMOUTH BUOY DEPOT,TROTTER ROAD,,WEYMOUTH (SOUTH WEYMOUTH),MA,2190,11,NORFOLK,25021,,,N,Site is Part of NPL Site,Y,
1,101831,MA1210020631,"NATICK LABORATORY ARMY RESEARCH, DEVELOPMENT, AND ENGINEERING CENTER",100 KANSAS STREET,,NATICK,MA,1760,5,MIDDLESEX,25017,42.288889,-71.363611,N,Currently on the Final NPL,Y,
1,100958,MA1572890027,DOD/MMR/AVGAS FUEL TEST DUMP SITE,OTIS ANG BASE,,BOURNE,MA,2532,10,BARNSTABLE,25001,,,N,Site is Part of NPL Site,Y,
1,101826,MA2170022022,SOUTH WEYMOUTH NAVAL AIR STATION,1134 MAIN STREET,,WEYMOUTH,MA,2190,8,NORFOLK,25021,42.155277,-70.93347,N,Currently on the Final NPL,Y,
1,100960,MA2570024487,OTIS AIR NATIONAL GUARD BASE/CAMP EDWARDS,OTIS AFB HERBERT RD,,FALMOUTH,MA,2542,9,BARNSTABLE,25001,41.651666,-70.521388,N,Currently on the Final NPL,Y,
1,100963,MA4572890024,DOD/MMR/FORMER NON-DESTRUCTIVE TEST. LAB,BLDG. 3146 OTIS ANG BASE,,BOURNE,MA,2532,10,BARNSTABLE,25001,,,N,Site is Part of NPL Site,Y,
1,100964,MA5570024617,US AIR FORCE PLANT 28/GENERAL ELECTRIC,62 TREMONT ST.,,EVERETT,MA,2149,7,MIDDLESEX,25017,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102032,MA6170023570,NAVAL WEAPONS INDUSTRIAL RESERVE PLANT,165 HARTWELL ROAD,,BEDFORD,MA,1730,6,MIDDLESEX,25017,42.478889,-71.290277,N,Currently on the Final NPL,Y,
1,102590,MA6570025902,BARNES AIR NATIONAL GUARD BASE,BARNES MUNICIPAL AIRPORT,,WESTFIELD,MA,1085,1,HAMPDEN,25013,,,N,Not on the NPL,Y,"Other Cleanup Activity: State-Lead Cleanup"
1,100966,MA7210025154,FORT DEVENS,BUENA VISTA ST,,FORT DEVENS,MA,1433,3,MIDDLESEX,25017,42.536111,-71.596111,N,Currently on the Final NPL,Y,
1,100967,MA8570024424,HANSCOM FIELD/HANSCOM AIR FORCE BASE,HARTWELL AVENUE,,BEDFORD,MA,1730,6,MIDDLESEX,25017,42.470666,-71.289444,N,Currently on the Final NPL,Y,
1,100831,MAC300000718,MERRIMAC PAPER MILL,7 - 19 SOUTH CANAL STREET,,LAWRENCE,MA,1843,3,ESSEX,25009,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,102763,MAC300012481,LOUIS M GERSON CO INC,15 Sumner Ave,,MIDDLEBORO,MA,02346-1535,9,PLYMOUTH,25023,,,N,Not on the NPL,N,"PA Ongoing"
1,101683,MAC300012556,CRT RECYCLING INC FIRE,160 EAST ASHLAND STREET,,BROCKTON,MA,02302-2006,8,PLYMOUTH,25023,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,103057,MAC300094349,NEW ENGLAND CONFECTIONERY COMPANY PLANT,15 American Legion Highway,,REVERE,MA,02151-2405,5,SUFFOLK,25025,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,102075,MAC300094737,LT JOHN A. FERRA US ARMY RESERVE CENTER,72 NORTH STREET,,DANVERS,MA,1923,6,ESSEX,25009,,,N,Not on the NPL,Y,"NFRAP-Site does not qualify for the NPL based on existing information"
1,100325,MAD000189068,MICROWAVE ASSOC INC (FORMER),63 SOUTH AVE BLDG 6,,BURLINGTON,MA,1803,7,MIDDLESEX,25017,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100326,MAD000192393,SILRESIM CHEMICAL CORP.,86 TANNER ST,,LOWELL,MA,1853,3,MIDDLESEX,25017,42.628889,-71.313889,N,Currently on the Final NPL,N,
1,102605,MAD000362582,RUEPING EAST INC (FORMER),491 WEST WATER STREET,,TAUNTON,MA,02780-5004,4,BRISTOL,25005,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100330,MAD000652149,PEABODY LANDFILL,FARM AVE,,PEABODY,MA,1960,6,ESSEX,25009,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100333,MAD000652321,ATLAS COPCO HOLYOKE INC,161 LOWER WESTFIELD RD,,HOLYOKE,MA,1040,1,HAMPDEN,25013,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100337,MAD000791038,SPRAGUE ELECTRIC CO,65 BROWN ST,,NORTH ADAMS,MA,1247,1,BERKSHIRE,25003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100344,MAD000846212,NORTH ADAMS LANDFILL,151 E STREET,,NORTH ADAMS,MA,1247,1,BERKSHIRE,25003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100347,MAD000847996,WORCESTER SPINNING & FINISHING COMPANY,80 CHAPEL STREET,,LEICESTER,MA,1524,3,WORCESTER,25027,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100350,MAD001002252,"W.R. GRACE & CO., INC. (ACTON PLANT)",50 INDEPENDENCE RD,,ACTON,MA,1720,5,MIDDLESEX,25017,42.45055,-71.427781,N,Currently on the Final NPL,N,
1,100351,MAD001004092,MICROWAVE DEVELOPMENT LABS,135 CRESCENT RD,,NEEDHAM,MA,2194,11,NORFOLK,25021,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100352,MAD001005586,SWEET MANUFACTURING CO.,GILBERT ST.,,MANSFIELD,MA,2048,10,BRISTOL,25005,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100353,MAD001006360,HOLLINGSWORTH & VOSE CO,112 WASHINGTON ST,,WALPOLE,MA,2181,4,NORFOLK,25021,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100354,MAD001006378,HOLLINGSWORTH & VOSE CO,TOWNSEND ROAD,,GROTON,MA,1450,5,MIDDLESEX,25017,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100364,MAD001014927,WALTHAM INDUSTRIAL LAB,225 CRESCENT ST.,,WALTHAM,MA,2154,8,MIDDLESEX,25017,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,103125,MAD001017342,BUCKLEY & MANN,17 Lawrence Street,,NORFOLK,MA,2056,,NORFOLK,25021,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,100367,MAD001017599,DIVERSITECH GENERAL TIRE CO.,70 GENERAL ST,,LAWRENCE,MA,1841,5,ESSEX,25009,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
